"","Scientific","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.Source","Diet.Certainty","BodyMass.Value","taxon"
"3469","Sorex shinto",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",6,"mammal"
"3470","Sorex unguiculatus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",9.9,"mammal"
"3471","Sorex volnuchini",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",4.61,"mammal"
"3472","Sorex yukonicus",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1",6.05,"mammal"
"3473","Sorex samniticus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",8.25,"mammal"
"3474","Sorex excelsus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",6.79,"mammal"
"3475","Sorex lyelli",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",5,"mammal"
"3476","Sorex jacksoni",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",3.5,"mammal"
"3477","Sorex hoyi",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",2.58,"mammal"
"3478","Sorex tenellus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",3.75,"mammal"
"3479","Sorex haydeni",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",3.5,"mammal"
"3480","Sorex dispar",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",5,"mammal"
"3481","Sorex macrodon",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",7,"mammal"
"3482","Sorex leucogaster",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",4.83,"mammal"
"3483","Sorex cinereus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",4.66,"mammal"
"3484","Sorex longirostris",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",3.58,"mammal"
"3485","Sorex vagrans",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",5.9,"mammal"
"3486","Sorex camtschatica",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",6.05,"mammal"
"3487","Sorex bendirii",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",16.1,"mammal"
"3488","Sorex veraepacis",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",7.5,"mammal"
"3489","Sorex bairdi",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",8.33,"mammal"
"3490","Sorex gaspensis",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",2.89,"mammal"
"3491","Sorex fumeus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",7.7,"mammal"
"3492","Sorex alaskanus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",14,"mammal"
"3493","Sorex ugyunak",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",3.6,"mammal"
"3494","Sorex palustris",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",13.45,"mammal"
"3495","Sorex pribilofensis",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",6.05,"mammal"
"3496","Sorex preblei",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",3.1,"mammal"
"3497","Sorex sonomae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",8.3,"mammal"
"3498","Sorex portenkoi",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",4.83,"mammal"
"3499","Sorex pacificus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",6.71,"mammal"
"3500","Sorex ornatus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",4.99,"mammal"
"3501","Sorex orizabae",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1",6.05,"mammal"
"3502","Sorex oreopolus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",7,"mammal"
"3503","Sorex milleri",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",7,"mammal"
"3504","Sorex nanus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",2.4,"mammal"
"3505","Sorex monticolus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",5.25,"mammal"
"3506","Sorex neomexicanus",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1",6.05,"mammal"
"3507","Sorex mirabilis",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",15,"mammal"
"3508","Sorex arizonae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",2.4,"mammal"
"3509","Sorex saussurei",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",4.65,"mammal"
"3510","Sorex sclateri",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",7,"mammal"
"3511","Sorex ventralis",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",7,"mammal"
"3512","Sorex merriami",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",5.9,"mammal"
"3513","Sorex stizodon",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",7,"mammal"
"3514","Sorex emarginatus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",7,"mammal"
"3515","Sorex trowbridgii",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",3.8,"mammal"
"3516","Sorex veraecrucis",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1",6.05,"mammal"
"3517","Sorex minutissimus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",2.51,"mammal"
"3518","Sorex planiceps",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",6.05,"mammal"
"3519","Sorex thibetanus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",6.05,"mammal"
"3520","Anourosorex yamashinai",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1",20,"mammal"
"3521","Anourosorex assamensis",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1",20,"mammal"
"3522","Anourosorex schmidi",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1",20,"mammal"
"3523","Anourosorex squamipes",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",20,"mammal"
"3524","Blarinella quadraticauda",70,0,10,0,0,20,0,0,0,0,"Ref_3","D2",12.5,"mammal"
"3525","Blarinella wardi",70,0,10,0,0,20,0,0,0,0,"Ref_3","D2",11.26,"mammal"
"3526","Blarinella griselda",70,0,10,0,0,20,0,0,0,0,"Ref_3","D2",12.5,"mammal"
"3527","Blarina brevicauda",40,0,0,0,30,0,0,0,0,30,"Ref_1","ABC",28,"mammal"
"3528","Blarina hylophaga",40,0,0,0,30,0,0,0,0,30,"Ref_1","ABC",14.5,"mammal"
"3529","Blarina carolinensis",40,0,0,0,30,0,0,0,0,30,"Ref_1","ABC",13.5,"mammal"
"3530","Blarina peninsulae",40,0,0,0,30,0,0,0,0,30,"Ref_2","D1",17.63,"mammal"
"3531","Cryptotis peregrina",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3532","Cryptotis mexicana",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7,"mammal"
"3533","Cryptotis montivaga",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",11.3,"mammal"
"3534","Cryptotis nelsoni",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3535","Cryptotis nigrescens",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.65,"mammal"
"3536","Cryptotis obscura",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3537","Cryptotis merriami",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3538","Cryptotis parva",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",4.98,"mammal"
"3539","Cryptotis medellinia",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3540","Cryptotis peruviensis",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3541","Cryptotis phillipsii",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3542","Cryptotis squamipes",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",11,"mammal"
"3543","Cryptotis tamensis",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3544","Cryptotis orophila",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3545","Cryptotis thomasi",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",12.6,"mammal"
"3546","Cryptotis mera",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3547","Cryptotis mayensis",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",5,"mammal"
"3548","Cryptotis magna",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7,"mammal"
"3549","Cryptotis hondurensis",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",5,"mammal"
"3550","Cryptotis griseoventris",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3551","Cryptotis gracilis",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7,"mammal"
"3552","Cryptotis goodwini",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7,"mammal"
"3553","Cryptotis goldmani",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",8,"mammal"
"3554","Cryptotis equatoris",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3555","Cryptotis endersi",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",8,"mammal"
"3556","Cryptotis colombiana",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3557","Cryptotis brachyonyx",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3558","Cryptotis meridensis",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",11.57,"mammal"
"3559","Cryptotis alticola",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3560","Cryptotis tropicalis",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1",7.72,"mammal"
"3561","Chimarrogale hantu",70,0,0,30,0,0,0,0,0,0,"Ref_1","ABC",55,"mammal"
"3562","Chimarrogale himalayica",70,0,0,30,0,0,0,0,0,0,"Ref_1","ABC",34.75,"mammal"
"3563","Chimarrogale phaeura",70,0,0,30,0,0,0,0,0,0,"Ref_1","ABC",31,"mammal"
"3564","Chimarrogale platycephalus",70,0,0,30,0,0,0,0,0,0,"Ref_1","ABC",36.32,"mammal"
"3565","Chimarrogale styani",70,0,0,30,0,0,0,0,0,0,"Ref_1","ABC",25.8,"mammal"
"3566","Chimarrogale sumatrana",70,0,0,30,0,0,0,0,0,0,"Ref_1","ABC",27.89,"mammal"
"3567","Chodsigoa parca",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1",5.49,"mammal"
"3568","Chodsigoa sodalis",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1",5.49,"mammal"
"3569","Chodsigoa smithii",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1",5.49,"mammal"
"3570","Chodsigoa parva",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1",5.49,"mammal"
"3571","Chodsigoa lamula",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1",5.49,"mammal"
"3572","Chodsigoa hypsibia",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1",5.49,"mammal"
"3573","Chodsigoa caovansunga",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1",5.49,"mammal"
"3574","Chodsigoa salenskii",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",5.49,"mammal"
"3575","Episoriculus caudatus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",6.95,"mammal"
"3576","Episoriculus fumidus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",6.95,"mammal"
"3577","Episoriculus leucops",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",6.95,"mammal"
"3578","Episoriculus macrurus",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",6.95,"mammal"
"3579","Nectogale elegans",20,0,0,80,0,0,0,0,0,0,"Ref_1","ABC",32.5,"mammal"
"3580","Neomys teres",40,0,30,30,0,0,0,0,0,0,"Ref_1","ABC",15.13,"mammal"
"3581","Neomys fodiens",40,0,30,30,0,0,0,0,0,0,"Ref_1","ABC",14.3,"mammal"
"3582","Neomys anomalus",40,0,30,30,0,0,0,0,0,0,"Ref_1","ABC",16,"mammal"
"3583","Nesiotites hidalgo",70,0,10,0,0,20,0,0,0,0,"Ref_3","D2",9.05,"mammal"
"3584","Nesiotites similis",70,0,10,0,0,20,0,0,0,0,"Ref_3","D2",9.05,"mammal"
"3585","Soriculus nigrescens",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC",14,"mammal"
"3586","Megasorex gigas",70,0,10,0,0,20,0,0,0,0,"Ref_3","D2",20,"mammal"
"3587","Notiosorex cockrumi",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1",4.82,"mammal"
"3588","Notiosorex evotis",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1",5.28,"mammal"
"3589","Notiosorex crawfordi",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",4.39,"mammal"
"3590","Notiosorex villai",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1",4.82,"mammal"
"3591","Congosorex polli",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",10.3,"mammal"
"3592","Congosorex verheyeni",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1",9.05,"mammal"
"3593","Myosorex longicaudatus",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC",12.98,"mammal"
"3594","Myosorex kihaulei",80,20,0,0,0,0,0,0,0,0,"Ref_2","D1",12.1,"mammal"
"3595","Myosorex eisentrauti",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC",10.35,"mammal"
"3596","Myosorex cafer",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC",13.4,"mammal"
"3597","Myosorex blarina",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC",10.35,"mammal"
"3598","Myosorex okuensis",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC",10.35,"mammal"
"3599","Myosorex babaulti",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC",10.35,"mammal"
"3600","Myosorex schalleri",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC",10.35,"mammal"
"3601","Myosorex sclateri",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC",10.35,"mammal"
"3602","Myosorex tenuis",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC",10.35,"mammal"
"3603","Myosorex varius",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC",13.2,"mammal"
"3604","Myosorex zinki",80,20,0,0,0,0,0,0,0,0,"Ref_2","D1",12.1,"mammal"
"3605","Myosorex geata",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC",9.35,"mammal"
"3606","Myosorex rumpii",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC",10.35,"mammal"
"3607","Surdisorex norae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",9,"mammal"
"3608","Surdisorex polulus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",9,"mammal"
"3609","Condylura cristata",80,0,0,20,0,0,0,0,0,0,"Ref_1","ABC",84,"mammal"
"3610","Parascalops breweri",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",51,"mammal"
"3611","Scalopus aquaticus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",91.26,"mammal"
"3612","Scapanulus oweni",100,0,0,0,0,0,0,0,0,0,"Ref_3","D2",36.64,"mammal"
"3613","Scapanus latimanus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",55,"mammal"
"3614","Scapanus orarius",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",61.2,"mammal"
"3615","Scapanus townsendii",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",141.7,"mammal"
"3616","Desmana moschata",60,0,20,20,0,0,0,0,0,0,"Ref_1","ABC",383,"mammal"
"3617","Galemys pyrenaicus",90,0,0,10,0,0,0,0,0,0,"Ref_1","ABC",60.17,"mammal"
"3618","Neurotrichus gibbsii",90,0,0,0,0,0,0,0,0,10,"Ref_1","ABC",8.9,"mammal"
"3619","Scaptonyx fusicaudus",100,0,0,0,0,0,0,0,0,0,"Ref_3","D2",19.41,"mammal"
"3620","Euroscaptor longirostris",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",59.57,"mammal"
"3621","Euroscaptor parvidens",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",59.57,"mammal"
"3622","Euroscaptor micrura",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",60.47,"mammal"
"3623","Euroscaptor grandis",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",59.57,"mammal"
"3624","Euroscaptor klossi",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",59.57,"mammal"
"3625","Euroscaptor mizura",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",35.47,"mammal"
"3626","Mogera imaizumii",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",65.53,"mammal"
"3627","Mogera insularis",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",83.03,"mammal"
"3628","Mogera tokudae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",129.5,"mammal"
"3629","Mogera uchidai",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1",75.85,"mammal"
"3630","Mogera wogura",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",111.5,"mammal"
"3631","Parascaptor leucura",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",45.6,"mammal"
"3632","Scaptochirus moschatus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",90.51,"mammal"
"3633","Talpa altaica",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",85,"mammal"
"3634","Talpa stankovici",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",71.12,"mammal"
"3635","Talpa romana",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",92.5,"mammal"
"3636","Talpa occidentalis",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",53.5,"mammal"
"3637","Talpa levantis",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",90,"mammal"
"3638","Talpa davidiana",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",80.28,"mammal"
"3639","Talpa europaea",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",77,"mammal"
"3640","Talpa caeca",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",92.5,"mammal"
"3641","Talpa caucasica",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",90,"mammal"
"3642","Dymecodon pilirostris",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",15.46,"mammal"
"3643","Urotrichus talpoides",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",45,"mammal"
"3644","Uropsilus investigator",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",25.53,"mammal"
"3645","Uropsilus soricipes",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",16,"mammal"
"3646","Uropsilus andersoni",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",25.53,"mammal"
"3647","Uropsilus gracilis",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",25.53,"mammal"
"3648","Acerodon celebensis",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",390,"mammal"
"3649","Acerodon humilis",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",462.47,"mammal"
"3650","Acerodon jubatus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",1075,"mammal"
"3651","Acerodon leucotis",0,0,0,0,0,0,100,0,0,0,"Ref_2","D1",462.47,"mammal"
"3652","Acerodon mackloti",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",470.33,"mammal"
"3653","Aethalops aequalis",0,0,0,0,0,0,50,50,0,0,"Ref_2","D1",15,"mammal"
"3654","Aethalops alecto",0,0,0,0,0,0,70,30,0,0,"Ref_1","ABC",15,"mammal"
"3655","Alionycteris paucidentata",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",16.15,"mammal"
"3656","Aproteles bulmerae",0,0,0,0,0,0,80,20,0,0,"Ref_3","D2",600,"mammal"
"3657","Balionycteris maculata",0,0,0,0,0,0,80,20,0,0,"Ref_3","D2",13.36,"mammal"
"3658","Casinycteris argynnis",0,0,0,0,0,0,80,20,0,0,"Ref_3","D2",29.85,"mammal"
"3659","Chironax melanocephalus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",16.67,"mammal"
"3660","Cynopterus nusatenggara",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",36.44,"mammal"
"3661","Cynopterus sphinx",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",43.66,"mammal"
"3662","Cynopterus titthaecheilus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",58.33,"mammal"
"3663","Cynopterus luzoniensis",0,0,0,0,0,0,100,0,0,0,"Ref_2","D1",40.3,"mammal"
"3664","Cynopterus brachyotis",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",31.15,"mammal"
"3665","Cynopterus horsfieldii",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",56.01,"mammal"
"3666","Cynopterus minutus",0,0,0,0,0,0,100,0,0,0,"Ref_2","D1",26.45,"mammal"
"3667","Dobsonia magna",0,0,0,0,0,0,100,0,0,0,"Ref_2","D1",465,"mammal"
"3668","Dobsonia viridis",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",238,"mammal"
"3669","Dobsonia praedatrix",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",188.68,"mammal"
"3670","Dobsonia peronii",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",226.51,"mammal"
"3671","Dobsonia pannietensis",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",267.7,"mammal"
"3672","Dobsonia anderseni",0,0,0,0,0,0,100,0,0,0,"Ref_2","D1",233.99,"mammal"
"3673","Dobsonia minor",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",78.23,"mammal"
"3674","Dobsonia inermis",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",149.5,"mammal"
"3675","Dobsonia exoleta",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",249,"mammal"
"3676","Dobsonia emersa",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",195.5,"mammal"
"3677","Dobsonia crenulata",0,0,0,0,0,0,100,0,0,0,"Ref_2","D1",218.21,"mammal"
"3678","Dobsonia chapmani",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",216.03,"mammal"
"3679","Dobsonia beauforti",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",159.01,"mammal"
"3680","Dobsonia moluccensis",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",381.44,"mammal"
"3681","Dyacopterus brooksi",0,0,0,0,0,0,80,20,0,0,"Ref_3","D2",78,"mammal"
"3682","Dyacopterus spadiceus",0,0,0,0,0,0,80,20,0,0,"Ref_3","D2",78,"mammal"
"3683","Eidolon dupreanum",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",283.75,"mammal"
"3684","Eidolon helvum",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",253.31,"mammal"
"3685","Eonycteris spelaea",0,0,0,0,0,0,0,100,0,0,"Ref_1","ABC",58.1,"mammal"
"3686","Eonycteris robusta",0,0,0,0,0,0,0,100,0,0,"Ref_2","D1",78.36,"mammal"
"3687","Eonycteris major",0,0,0,0,0,0,0,100,0,0,"Ref_1","ABC",72.75,"mammal"
"3688","Epomophorus angolensis",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",68.15,"mammal"
"3689","Epomophorus crypturus",0,0,0,0,0,0,100,0,0,0,"Ref_2","D1",95.04,"mammal"
"3690","Epomophorus gambianus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",128.87,"mammal"
"3691","Epomophorus grandis",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",48.58,"mammal"
"3692","Epomophorus labiatus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",62.95,"mammal"
"3693","Epomophorus minimus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",68.15,"mammal"
"3694","Epomophorus minor",0,0,0,0,0,0,100,0,0,0,"Ref_2","D1",44.76,"mammal"
"3695","Epomophorus wahlbergi",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",91.58,"mammal"
"3696","Epomops dobsonii",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",122.08,"mammal"
"3697","Epomops franqueti",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",118.93,"mammal"
"3698","Epomops buettikoferi",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",133.84,"mammal"
"3699","Pteropus keyensis",0,0,0,0,0,0,100,0,0,0,"Ref_2","D1",361.25,"mammal"
"3700","Pteropus gilliardorum",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",406.94,"mammal"
"3701","Pteropus griseus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",269,"mammal"
"3702","Pteropus howensis",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",232.93,"mammal"
"3703","Pteropus hypomelanus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",428.14,"mammal"
"3704","Pteropus cognatus",0,0,0,0,0,0,100,0,0,0,"Ref_2","D1",361.25,"mammal"
"3705","Pteropus intermedius",0,0,0,0,0,0,100,0,0,0,"Ref_2","D1",361.25,"mammal"
"3706","Pteropus faunulus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",344.76,"mammal"
"3707","Pteropus leucopterus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",340,"mammal"
"3708","Pteropus livingstonii",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",734.27,"mammal"
"3709","Pteropus lombocensis",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",250.3,"mammal"
"3710","Pteropus loochoensis",0,0,0,0,0,0,100,0,0,0,"Ref_2","D1",361.25,"mammal"
"3711","Pteropus lylei",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",316.67,"mammal"
"3712","Pteropus macrotis",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",357,"mammal"
"3713","Pteropus insularis",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",282.86,"mammal"
"3714","Pteropus fundatus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",205.65,"mammal"
"3715","Pteropus alecto",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",643.57,"mammal"
"3716","Pteropus dasymallus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",435,"mammal"
"3717","Pteropus conspicillatus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",775.7,"mammal"
"3718","Pteropus mahaganus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",251.4,"mammal"
"3719","Pteropus temminckii",0,0,0,0,0,0,100,0,0,0,"Ref_2","D1",361.25,"mammal"
"3720","Pteropus chrysoproctus",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",710,"mammal"
"3721","Pteropus capistratus",0,0,0,0,0,0,100,0,0,0,"Ref_2","D1",247.5,"mammal"
"3722","Pteropus aldabrensis",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",305,"mammal"
